EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,DistanceFromHome,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,TrainingTimesLastYear,Attrition
433,33,Sales,Executive,126082,3,7,1,1,1,Yes,4,No
434,32,IT,Analyst,23696,22,32,1,1,4,No,2,Yes
435,51,R&D,Associate,146310,14,15,3,3,2,No,3,No
436,22,R&D,Manager,40058,10,17,3,1,3,No,2,No
437,55,Sales,Executive,40313,2,34,2,1,3,Yes,3,Yes
438,43,Sales,Lead,39149,2,5,1,1,2,No,2,Yes
439,37,R&D,Analyst,73521,15,27,3,2,2,No,1,No
440,46,R&D,Executive,65740,4,23,3,3,2,Yes,0,No
441,28,HR,Lead,126611,20,14,4,3,1,No,0,No
442,49,Sales,Lead,24956,9,15,3,4,4,Yes,1,No
443,46,IT,Associate,95731,18,33,2,3,4,No,3,No
444,30,Finance,Associate,102612,24,31,1,2,4,Yes,4,Yes
445,46,IT,Associate,137850,3,35,3,3,2,No,3,No
446,54,Sales,Executive,86641,18,17,4,2,4,No,0,No
447,27,R&D,Executive,83811,10,28,1,2,2,No,4,No
448,24,Sales,Analyst,72160,1,19,3,3,1,No,2,No
449,31,Sales,Associate,71313,9,23,4,4,3,No,4,No
450,49,Finance,Lead,83232,10,32,3,1,2,No,3,No
451,56,Sales,Manager,35417,24,13,1,1,2,Yes,1,Yes
452,45,R&D,Analyst,44729,19,20,1,3,3,Yes,2,Yes
453,41,HR,Executive,132492,15,35,1,3,3,No,3,No
454,56,IT,Analyst,50099,18,5,2,2,1,Yes,2,Yes
455,30,HR,Analyst,138387,22,9,3,3,4,No,4,No
456,57,Sales,Analyst,118134,23,29,2,2,2,No,0,No
457,29,R&D,Analyst,49961,10,6,1,4,4,Yes,3,No
458,44,R&D,Manager,32602,13,25,4,3,2,No,1,No
459,55,Sales,Associate,138474,1,31,3,1,1,No,4,No
460,55,R&D,Lead,29256,22,22,2,1,3,No,3,Yes
461,56,Sales,Analyst,106120,4,2,3,3,1,No,1,No
462,38,Sales,Analyst,132516,4,5,4,2,3,No,3,No
463,59,R&D,Analyst,54681,18,27,2,1,4,Yes,4,Yes
464,52,Sales,Associate,111328,20,25,1,2,4,No,3,No
465,44,HR,Executive,107440,11,8,2,3,1,No,2,No
466,43,IT,Executive,84789,17,1,3,3,3,No,4,No
467,52,IT,Manager,63361,3,20,3,1,1,Yes,3,Yes
468,57,Sales,Executive,84503,21,23,3,3,3,Yes,0,No
469,32,Sales,Analyst,54540,16,32,3,4,3,No,3,No
470,33,Sales,Analyst,46536,9,11,1,4,4,No,2,No
471,43,HR,Analyst,104700,19,39,2,1,4,No,1,Yes
472,45,IT,Manager,83043,5,24,1,4,3,No,1,No
473,55,Sales,Analyst,98532,24,11,1,2,3,No,1,No
474,50,Finance,Executive,76575,13,29,1,1,3,No,0,Yes
475,37,Sales,Associate,147626,10,26,3,1,4,Yes,2,No
476,40,R&D,Associate,22871,10,16,3,2,4,Yes,4,No
477,45,IT,Lead,66002,17,35,3,4,2,Yes,1,No
478,42,Finance,Executive,69812,22,20,2,4,3,No,2,No
479,33,IT,Analyst,42626,21,3,4,4,2,No,3,No
480,39,IT,Associate,79979,17,1,3,1,3,No,0,No
481,56,R&D,Executive,96057,23,1,2,1,4,No,2,No
482,32,IT,Associate,146834,22,17,3,4,2,No,2,No
483,39,Sales,Analyst,128946,10,2,3,3,2,No,4,No
484,32,Finance,Associate,86668,20,29,1,4,1,No,2,No
485,29,R&D,Lead,119003,11,20,1,2,3,Yes,4,Yes
486,27,IT,Lead,100070,4,6,1,1,4,Yes,0,Yes
487,48,R&D,Associate,109390,22,8,2,2,1,No,0,No
488,34,HR,Executive,62998,8,29,4,2,1,No,3,No
489,51,R&D,Executive,83814,24,33,4,1,3,No,4,No
490,39,IT,Executive,124601,8,3,2,3,1,No,4,No
491,36,Sales,Associate,65607,21,35,3,4,3,No,1,No
492,25,Sales,Executive,27812,9,5,2,2,1,Yes,1,Yes
493,55,Sales,Analyst,81844,21,27,3,1,3,Yes,3,No
494,32,Sales,Lead,90093,18,12,2,2,4,Yes,0,Yes
495,45,Finance,Analyst,22179,0,20,2,4,3,No,5,No
496,41,Sales,Executive,63798,6,20,2,3,3,Yes,1,Yes
497,56,Finance,Analyst,94601,3,9,4,3,2,No,2,No
498,43,R&D,Executive,28275,0,39,1,3,4,No,0,Yes
499,36,Sales,Associate,70574,14,4,2,1,4,No,5,No
500,59,IT,Analyst,67857,7,19,4,1,4,Yes,2,No
501,59,IT,Associate,145555,11,38,1,3,1,No,4,No
502,34,R&D,Associate,121484,21,27,1,4,2,No,0,No
503,51,HR,Manager,40700,21,13,2,4,4,No,3,No
504,25,IT,Executive,146855,17,13,3,1,1,No,4,No
505,55,Sales,Lead,59464,14,22,3,3,1,Yes,4,No
506,43,Finance,Executive,62351,16,28,3,4,1,No,2,No
507,49,Finance,Lead,113330,13,22,2,4,2,No,4,No
508,31,IT,Executive,114319,13,19,3,4,1,No,1,No
509,38,Sales,Associate,102534,17,8,4,1,2,No,0,No
510,32,IT,Analyst,33869,19,8,4,3,3,No,1,No
511,29,Sales,Analyst,80315,17,26,4,2,1,Yes,2,No
512,30,Sales,Manager,130061,15,26,4,3,4,No,5,No
513,37,Sales,Lead,113688,0,23,1,3,1,No,2,No
514,58,R&D,Lead,40954,22,13,4,1,3,No,0,No
515,27,Finance,Lead,51555,10,28,3,4,3,No,4,No
516,33,IT,Associate,83353,14,9,2,4,1,No,3,No
517,29,IT,Lead,102190,11,20,3,1,3,No,2,No
518,47,R&D,Analyst,65026,7,19,4,1,2,Yes,0,No
519,22,R&D,Associate,120772,21,39,1,1,2,No,3,Yes
520,25,R&D,Executive,66976,19,12,4,1,1,No,4,No
521,49,Finance,Lead,100578,5,15,2,1,2,No,5,No
522,57,Sales,Lead,111502,2,31,3,2,2,No,2,No
523,58,Finance,Executive,133943,23,14,2,3,4,No,5,No
524,39,HR,Lead,129850,12,11,2,3,1,Yes,0,No
525,28,R&D,Executive,65095,12,26,2,3,3,No,5,No
526,21,IT,Associate,34270,1,27,3,4,1,No,5,No
527,42,R&D,Analyst,50908,4,11,4,2,2,No,0,No
528,37,Finance,Executive,35523,16,38,2,3,4,No,0,No
529,27,Finance,Manager,82433,5,34,3,4,1,No,2,No
530,45,R&D,Executive,67068,1,19,1,2,1,Yes,5,Yes
531,24,Sales,Lead,39991,3,6,3,2,2,No,3,No
532,56,HR,Associate,30775,21,38,1,4,2,No,0,No
533,26,Finance,Associate,97801,10,28,3,2,1,Yes,4,Yes
534,51,Sales,Executive,104995,7,1,4,4,2,Yes,5,No
535,39,HR,Analyst,81250,11,35,2,3,2,No,0,No
536,59,HR,Manager,36673,7,8,4,4,2,Yes,3,No
537,47,IT,Associate,142808,10,7,3,2,2,No,2,No
538,30,Sales,Lead,47056,21,11,2,3,2,Yes,5,No
539,46,IT,Lead,26614,19,39,1,3,4,Yes,0,Yes
540,39,Finance,Analyst,121556,7,4,3,1,2,No,0,No
541,59,Sales,Associate,27415,7,25,2,1,3,No,4,Yes
542,23,Sales,Executive,108691,16,12,1,2,1,No,4,No
543,33,Finance,Lead,134966,19,26,1,4,4,No,5,No
544,48,Sales,Analyst,63884,19,38,4,4,4,No,0,No
545,40,Finance,Associate,36964,22,12,3,2,2,No,5,No
546,48,R&D,Associate,57726,15,37,1,3,1,No,0,No
547,28,Sales,Associate,143133,13,24,2,2,3,No,4,No
548,59,Finance,Associate,57044,10,16,1,2,2,Yes,3,Yes
549,21,R&D,Associate,77149,6,13,1,3,1,Yes,1,Yes
550,23,R&D,Lead,57544,15,25,4,4,2,No,1,No
551,33,R&D,Analyst,69976,12,4,4,2,2,No,0,No
552,48,HR,Associate,52252,14,11,2,4,2,Yes,4,No
553,45,Sales,Manager,23832,23,32,4,2,2,Yes,2,Yes
554,53,R&D,Manager,110811,15,7,1,3,2,Yes,2,No
555,58,Finance,Analyst,100437,20,11,1,3,2,No,1,No
556,26,Sales,Executive,123749,22,28,4,1,2,No,3,No
557,52,IT,Executive,54148,23,23,1,3,3,Yes,1,No
558,41,R&D,Executive,81240,8,23,1,1,4,No,0,Yes
559,36,IT,Manager,128169,2,28,2,2,3,No,3,No
560,41,Sales,Executive,145607,18,26,4,4,2,No,2,No
561,31,Finance,Lead,108454,19,25,1,3,2,Yes,4,No
562,57,R&D,Associate,132230,4,29,4,3,3,No,4,No
563,56,Sales,Manager,148933,9,19,2,3,3,No,0,No
564,55,Sales,Analyst,105076,16,33,4,2,4,No,1,No
565,39,Sales,Analyst,97116,14,36,1,1,3,Yes,0,Yes
566,40,R&D,Associate,73459,22,14,4,2,4,No,4,No
567,38,R&D,Manager,58402,24,14,1,4,2,No,2,No
568,34,IT,Executive,77727,7,35,1,2,1,No,4,Yes
569,35,R&D,Executive,58578,14,30,1,4,1,Yes,3,Yes
570,51,Sales,Lead,110453,20,28,2,3,1,No,5,No
571,21,HR,Lead,42318,13,17,4,4,1,Yes,4,No
572,23,IT,Executive,95715,19,3,2,4,2,No,4,No
573,36,Sales,Analyst,97787,6,16,4,1,1,No,5,No
574,43,Sales,Analyst,131435,20,30,2,4,3,No,3,No
575,31,Sales,Lead,105029,22,29,3,4,3,No,1,No
576,32,IT,Associate,40466,11,15,1,2,1,No,4,No
577,30,IT,Executive,115742,16,25,1,3,3,No,0,No
578,52,R&D,Lead,65475,16,38,2,2,4,No,4,No
579,36,IT,Lead,80142,9,38,3,2,2,Yes,0,No
580,28,IT,Executive,105160,18,23,1,3,1,No,3,No
581,58,HR,Executive,46564,13,25,4,3,1,No,4,No
582,32,Finance,Analyst,42412,10,7,2,4,2,No,3,No
583,44,Sales,Associate,113526,1,22,1,4,3,No,3,No
584,48,Sales,Associate,71001,17,17,1,1,2,No,1,No
585,28,Sales,Executive,77649,6,18,2,2,2,No,4,No
586,48,Sales,Manager,80957,11,10,2,3,3,No,0,No
587,56,R&D,Lead,55517,1,10,4,4,2,No,0,No
588,46,Finance,Lead,33156,19,7,4,3,3,No,4,No
589,28,Sales,Executive,43064,17,38,1,4,3,No,5,No
590,48,Sales,Manager,45711,5,27,1,1,2,Yes,1,Yes
591,48,R&D,Analyst,50106,23,33,2,1,4,Yes,1,Yes
592,57,Finance,Executive,85458,9,1,1,3,3,No,1,No
593,56,R&D,Executive,36589,19,34,1,1,2,No,0,Yes
594,47,R&D,Lead,109272,14,4,2,3,3,No,3,No
595,37,Sales,Executive,106511,4,17,1,4,4,No,5,No
596,29,Sales,Executive,121754,19,4,1,2,4,Yes,1,Yes
597,53,Finance,Executive,27214,2,26,3,1,1,No,0,No
598,40,Finance,Lead,116117,4,4,4,4,3,Yes,0,No
599,33,Sales,Analyst,105731,24,1,2,2,3,Yes,3,Yes
600,48,Finance,Analyst,130118,7,7,3,2,2,No,4,No
601,49,HR,Executive,146479,7,30,4,2,3,Yes,4,Yes
602,33,Finance,Lead,47127,7,9,4,4,1,No,1,No
603,55,R&D,Analyst,25141,11,35,4,4,4,No,1,No
604,26,R&D,Analyst,48884,23,8,3,3,4,No,5,No
605,38,R&D,Analyst,110421,22,24,3,2,1,Yes,3,No
606,25,IT,Lead,22708,7,19,4,2,3,No,1,No
607,45,Sales,Lead,38375,10,36,1,2,3,Yes,3,Yes
608,22,Sales,Executive,35088,13,27,1,3,1,No,0,No
609,30,R&D,Associate,77615,7,32,3,2,2,No,1,No
610,50,IT,Analyst,130138,23,14,3,4,4,No,0,No
611,25,Sales,Associate,65046,9,18,3,2,1,Yes,2,No
612,53,IT,Lead,30014,6,28,4,1,1,No,3,No
613,21,Finance,Lead,84425,16,29,1,4,3,No,2,No
614,38,Sales,Lead,23273,3,16,3,3,4,Yes,1,No
615,52,IT,Associate,67135,12,35,3,2,3,No,0,No
616,31,R&D,Lead,122842,3,31,2,1,1,No,1,No
617,41,Finance,Executive,50881,4,4,4,3,2,Yes,2,No
618,46,Sales,Lead,117022,21,37,2,3,4,Yes,1,Yes
619,45,IT,Manager,98077,3,17,1,4,1,No,5,No
620,42,IT,Associate,28712,17,39,2,3,1,Yes,4,Yes
621,47,Finance,Manager,94704,5,26,2,3,2,Yes,2,No
622,33,IT,Lead,72874,23,39,2,3,1,No,1,No
623,53,R&D,Executive,89087,23,4,4,3,1,No,0,No
624,54,HR,Analyst,32297,22,30,1,2,4,No,1,Yes
625,55,Finance,Lead,129269,21,30,2,2,4,No,0,Yes
626,21,HR,Executive,47128,1,22,4,2,4,No,4,No
627,41,Sales,Associate,88368,22,11,1,2,3,Yes,1,Yes
628,26,Finance,Manager,114019,10,2,3,1,2,No,4,No
629,48,IT,Manager,107599,13,12,2,2,4,No,2,Yes
630,37,IT,Manager,108499,4,30,1,3,3,Yes,0,No
631,25,Sales,Associate,98958,5,36,2,2,3,No,5,Yes
632,51,IT,Executive,52920,9,18,3,2,2,No,2,No
633,25,R&D,Associate,140442,7,26,1,4,2,Yes,0,Yes
634,58,IT,Manager,31156,13,7,4,3,1,Yes,4,No
635,23,Sales,Lead,31108,23,1,1,2,3,No,3,Yes
636,43,IT,Analyst,51845,2,26,4,2,4,No,1,No
637,57,Finance,Associate,22800,11,23,1,2,2,No,4,Yes
638,57,Sales,Associate,148832,15,26,4,1,3,No,0,No
639,30,Finance,Executive,123614,22,6,3,2,4,Yes,0,No
640,30,R&D,Executive,62712,16,6,3,4,3,Yes,0,No
641,39,Finance,Associate,22610,0,8,3,3,2,Yes,0,Yes
642,37,IT,Manager,97603,22,24,1,3,1,Yes,1,Yes
643,41,HR,Analyst,53872,9,22,3,2,3,Yes,2,No
644,34,IT,Executive,30728,24,19,2,2,4,No,5,Yes
645,29,Finance,Manager,115102,22,37,3,2,2,No,3,No
646,21,R&D,Lead,115319,9,18,4,3,1,No,1,No
647,33,R&D,Executive,142049,20,31,4,3,4,Yes,0,No
648,24,IT,Manager,40583,23,37,4,1,4,No,1,No
649,21,IT,Manager,105774,1,30,1,4,4,No,4,No
650,52,IT,Analyst,27263,8,33,2,1,3,Yes,5,Yes
651,54,IT,Analyst,146374,21,10,3,4,2,No,0,No
652,48,R&D,Lead,87450,12,37,2,1,4,No,3,Yes
653,51,IT,Manager,109285,24,12,2,3,3,Yes,0,No
654,28,Sales,Manager,39456,15,30,4,1,2,No,5,No
655,59,R&D,Analyst,111118,17,27,4,4,2,Yes,3,No
656,46,Sales,Executive,85942,18,39,4,2,3,No,5,No
657,54,R&D,Executive,33689,11,9,1,4,3,No,3,No
658,23,R&D,Associate,52934,7,21,2,2,4,No,2,No
659,32,R&D,Analyst,53276,16,12,2,3,2,Yes,2,No
660,21,IT,Associate,136349,14,29,1,4,1,No,1,No
661,25,R&D,Analyst,149336,9,33,1,1,3,No,1,Yes
662,50,R&D,Lead,121968,14,15,1,4,2,No,3,No
663,50,Sales,Manager,39873,14,2,2,2,2,No,0,No
664,37,R&D,Lead,33050,22,39,2,3,4,No,4,Yes
665,43,Sales,Analyst,86216,6,18,4,1,1,No,4,No
666,35,Sales,Manager,104444,12,3,4,4,4,No,0,No
667,57,HR,Executive,104040,16,7,2,2,1,No,0,No
668,41,IT,Executive,41644,8,18,4,1,1,No,2,No
669,34,HR,Associate,82021,7,38,1,3,3,No,4,No
670,22,R&D,Analyst,57125,19,37,3,1,2,No,3,No
671,31,R&D,Analyst,86899,20,33,4,3,2,No,5,No
672,59,Finance,Executive,62291,17,31,2,1,2,No,1,No
673,58,R&D,Lead,55060,12,11,4,4,1,No,5,No
674,54,R&D,Manager,21538,15,4,4,2,2,No,2,No
675,58,Sales,Lead,56176,8,18,4,4,3,Yes,4,No
676,54,R&D,Lead,142430,11,4,3,4,1,No,0,No
677,38,R&D,Executive,61520,11,34,1,3,1,No,4,No
678,50,R&D,Executive,45675,5,29,2,3,1,Yes,3,No
679,35,HR,Executive,38287,18,24,3,3,1,No,2,No
680,47,R&D,Associate,20174,6,22,2,4,3,Yes,0,No
681,54,HR,Lead,112268,24,2,2,1,2,Yes,5,Yes
682,58,IT,Analyst,54998,2,6,2,1,3,Yes,3,Yes
683,53,IT,Manager,122591,15,25,3,4,2,No,5,No
684,44,IT,Associate,73312,17,21,1,4,3,No,1,No
685,35,Finance,Analyst,32112,15,16,2,2,4,No,2,Yes
686,50,Sales,Lead,125410,22,31,1,3,4,No,3,No
687,37,Sales,Executive,95225,6,14,1,3,4,No,3,No
688,25,Sales,Lead,64814,3,39,4,4,4,No,5,No
689,49,HR,Manager,105091,24,28,3,4,1,No,0,No
690,24,Finance,Associate,70719,7,32,3,1,1,No,1,No
691,30,Sales,Associate,149887,12,28,4,4,3,Yes,5,No
692,37,Finance,Manager,53919,12,9,4,1,3,Yes,3,No
693,30,Sales,Analyst,93155,16,22,1,4,4,No,2,No
694,37,Finance,Analyst,91569,16,32,2,2,2,No,3,Yes
695,40,R&D,Associate,61328,4,5,3,2,4,Yes,4,No
696,44,Sales,Associate,90482,5,23,2,1,3,Yes,2,Yes
697,25,R&D,Executive,44618,18,5,2,3,4,No,2,No
698,54,Sales,Analyst,54675,12,32,4,2,3,No,3,No
699,26,Sales,Manager,121794,24,10,2,1,4,No,0,No
700,22,R&D,Analyst,38919,13,39,1,4,2,No,2,No
701,33,IT,Executive,24173,21,15,4,4,4,No,4,No
702,31,R&D,Associate,129369,3,7,2,1,2,No,5,No
703,43,R&D,Associate,46400,6,29,4,3,2,No,0,No
704,36,HR,Executive,70445,7,3,1,1,3,Yes,0,Yes
705,51,IT,Manager,90305,24,19,1,1,2,No,0,No
706,31,Sales,Associate,57564,12,10,2,2,1,Yes,2,No
707,36,R&D,Lead,65814,5,28,4,1,1,Yes,0,Yes
708,28,Sales,Associate,99747,5,29,2,1,1,No,3,No
709,24,Sales,Lead,108791,23,15,2,4,3,No,0,No
710,24,IT,Executive,47962,20,35,4,2,1,No,4,No
711,45,Sales,Executive,104892,2,6,2,4,3,Yes,1,No
712,23,R&D,Associate,105842,2,12,1,4,3,No,4,No
713,52,IT,Analyst,90533,12,38,4,3,1,No,2,No
714,23,Sales,Lead,76184,21,13,4,3,2,No,0,No
715,47,HR,Manager,102912,1,29,4,2,4,Yes,0,Yes
716,49,Sales,Associate,126416,15,19,4,2,3,No,3,No
717,52,Finance,Manager,123591,21,3,2,3,1,No,5,No
718,39,R&D,Associate,30578,5,8,2,3,3,Yes,0,Yes
719,41,IT,Analyst,38624,7,8,1,3,2,No,4,No
720,25,HR,Analyst,136164,22,20,3,3,2,No,2,No
721,38,Sales,Analyst,59194,7,4,3,3,1,Yes,1,No
722,48,HR,Analyst,129903,24,21,1,4,3,Yes,0,Yes
723,42,Finance,Executive,20389,5,3,3,2,4,Yes,1,Yes
724,41,HR,Executive,119303,13,8,1,4,4,No,0,No
725,26,IT,Lead,131116,2,23,2,4,3,Yes,2,Yes
726,21,Finance,Manager,133903,9,16,4,1,3,No,5,No
727,25,Sales,Associate,87391,2,13,4,4,3,No,4,No
728,32,Sales,Associate,126429,11,3,2,3,1,No,2,No
729,46,HR,Executive,33794,16,9,4,3,2,Yes,1,No
730,54,R&D,Associate,78002,4,14,4,1,4,Yes,0,No
731,34,IT,Executive,55531,19,13,3,1,1,No,1,No
732,46,Finance,Lead,72815,24,7,2,1,3,No,4,No
733,47,R&D,Manager,24986,8,15,3,1,3,No,2,No
734,29,Sales,Lead,52298,20,7,3,1,2,Yes,1,No
735,46,IT,Analyst,21481,19,38,4,4,3,No,1,No
736,42,Sales,Analyst,76408,6,34,4,1,1,No,4,No
737,50,IT,Analyst,89267,21,22,2,4,1,Yes,0,No
738,37,R&D,Lead,141950,3,24,4,2,2,No,1,No
739,46,IT,Associate,36835,12,37,4,1,1,No,4,No
740,56,Sales,Manager,145355,12,1,2,1,4,Yes,0,Yes
741,21,HR,Analyst,47798,9,10,4,4,1,No,5,No
742,28,R&D,Analyst,111649,17,16,3,2,1,No,0,No
743,55,HR,Analyst,84887,16,8,2,4,1,Yes,5,No
744,35,Sales,Manager,39477,19,25,4,4,4,No,2,No
745,42,IT,Analyst,37266,19,12,1,1,3,No,4,No
746,34,Finance,Manager,106328,12,25,2,3,1,No,0,No
747,46,Sales,Analyst,105988,16,17,2,3,2,Yes,5,No
748,48,Sales,Lead,147815,21,26,1,4,4,No,5,No
749,43,Sales,Lead,63526,3,14,4,1,2,No,2,No
750,34,HR,Manager,137965,0,36,4,2,1,No,3,No
751,44,HR,Lead,134615,0,23,2,3,2,Yes,4,Yes
752,22,R&D,Manager,126870,14,6,2,2,1,No,3,No
753,46,Sales,Lead,147426,12,5,4,3,4,No,0,No
754,34,R&D,Lead,31889,16,25,4,1,2,No,4,No
755,27,HR,Manager,44335,23,18,3,4,2,No,2,No
756,23,R&D,Associate,31254,7,13,2,2,1,Yes,0,Yes
757,43,Finance,Lead,106610,17,14,2,2,1,Yes,4,Yes
758,38,Sales,Analyst,31442,12,28,1,4,3,No,4,No
759,58,IT,Associate,66289,22,18,3,2,1,Yes,3,No
760,55,R&D,Manager,73747,13,28,4,3,1,No,0,No
761,35,R&D,Associate,57327,7,27,3,4,3,Yes,2,No
762,45,IT,Executive,36199,7,32,4,3,1,No,2,No
763,57,IT,Executive,92827,14,9,4,3,1,No,0,No
764,48,Finance,Lead,126464,12,32,3,1,3,No,0,No
765,30,Sales,Lead,20112,6,20,2,3,4,No,5,No
766,59,Sales,Analyst,107051,4,28,4,1,4,Yes,1,No
767,37,IT,Associate,39581,16,33,3,2,1,No,3,No
768,59,HR,Executive,134228,24,4,1,2,1,Yes,0,Yes
769,42,Sales,Lead,79722,15,34,3,1,3,No,0,No
770,46,Sales,Associate,112036,22,3,1,3,3,No,1,No
771,45,Sales,Lead,117562,1,26,4,4,4,No,1,No
772,37,Finance,Lead,36523,21,8,3,4,2,No,4,No
773,33,Sales,Executive,86960,17,6,3,1,1,No,2,No
774,40,R&D,Executive,137637,16,16,1,2,2,No,3,Yes
775,45,Sales,Lead,39552,6,24,3,2,2,No,4,No
776,24,R&D,Manager,143396,12,39,3,4,3,No,0,No
777,30,Sales,Lead,30808,17,30,4,1,1,Yes,1,Yes
778,23,R&D,Lead,124347,13,13,3,4,1,No,5,No
779,38,Sales,Analyst,92525,17,5,2,3,3,No,2,No
780,56,IT,Analyst,43620,12,25,1,3,2,Yes,4,Yes
781,42,Sales,Analyst,124565,10,20,3,1,3,Yes,5,No
782,54,R&D,Manager,20887,20,18,1,1,4,Yes,2,Yes
783,28,Finance,Manager,51802,20,18,1,3,1,No,5,No
784,39,IT,Lead,105024,15,2,1,2,4,Yes,1,Yes
785,57,R&D,Analyst,115549,22,10,3,1,3,Yes,4,No
786,26,R&D,Manager,134737,16,12,3,3,1,Yes,4,No
787,46,R&D,Executive,138639,7,13,1,3,4,No,2,No
788,54,IT,Lead,138248,18,11,2,2,4,No,5,No
789,26,Finance,Associate,101938,19,19,1,2,2,No,1,No
790,57,IT,Lead,106741,14,35,2,2,1,No,0,Yes
791,53,HR,Associate,141028,8,39,1,2,4,No,4,No
792,42,IT,Analyst,142746,19,26,4,4,4,Yes,0,No
793,41,R&D,Associate,46049,9,14,1,2,2,Yes,1,No
794,26,Sales,Analyst,97789,11,24,1,4,4,Yes,4,Yes
795,26,HR,Executive,104526,20,1,3,1,4,Yes,4,No
796,24,Finance,Associate,27846,22,22,2,3,4,No,5,No
797,50,Sales,Lead,110563,19,23,4,4,2,No,0,No
798,31,IT,Analyst,124736,0,19,2,1,4,No,5,Yes
799,50,Sales,Lead,66220,24,18,4,1,4,No,3,No
800,51,R&D,Manager,66163,19,12,1,4,1,No,0,No
801,44,Sales,Analyst,23765,8,28,3,1,1,Yes,0,Yes
802,29,R&D,Associate,137126,21,28,3,1,2,Yes,3,Yes
803,23,IT,Analyst,101486,14,33,2,4,3,No,1,No
804,51,R&D,Lead,65270,0,19,3,1,1,No,1,No
805,57,IT,Executive,95277,11,28,2,2,2,Yes,4,Yes
806,56,IT,Analyst,108278,2,37,2,2,4,No,2,No
807,44,Finance,Associate,146354,10,26,4,3,4,No,5,No
808,51,Sales,Manager,110239,1,35,2,1,2,No,2,Yes
809,26,R&D,Executive,124245,15,34,4,3,4,No,4,No
810,22,Sales,Manager,142332,8,35,3,2,4,No,2,No
811,40,Finance,Analyst,123159,14,16,2,2,3,Yes,0,Yes
812,48,Finance,Lead,42931,11,38,2,2,4,No,0,No
813,31,R&D,Lead,109116,0,13,1,1,1,Yes,3,Yes
814,24,IT,Associate,140599,12,23,2,1,4,No,3,Yes
815,35,R&D,Lead,75633,13,22,2,2,2,No,4,No
816,26,HR,Executive,100702,24,16,1,3,3,No,4,No
817,50,Sales,Lead,71913,24,28,1,3,4,No,4,No
818,58,IT,Associate,139144,7,35,3,4,2,No,0,No
819,22,Sales,Analyst,114776,7,8,2,2,1,No,2,No
820,35,IT,Analyst,45991,11,22,3,3,4,No,5,No
821,31,IT,Lead,141049,0,21,3,2,3,No,4,No
822,28,IT,Manager,74845,10,26,1,3,4,No,4,No
823,46,Sales,Analyst,124092,7,21,4,4,2,Yes,0,No
824,25,R&D,Lead,118505,9,25,3,4,3,No,5,No
825,26,Sales,Associate,75312,18,1,4,2,4,No,0,No
826,46,R&D,Lead,30561,10,6,2,3,1,Yes,5,Yes
827,24,Sales,Analyst,36901,6,23,1,1,3,Yes,0,Yes
828,39,Finance,Associate,126041,10,23,2,4,1,No,2,No
829,40,HR,Lead,115556,16,23,2,2,2,Yes,4,Yes
830,53,R&D,Executive,82875,0,32,1,2,4,No,1,Yes
831,40,R&D,Associate,45917,20,30,2,3,1,No,1,No
832,32,R&D,Executive,82120,20,13,1,2,2,No,4,No
833,21,HR,Manager,21988,7,18,4,4,4,Yes,4,No
834,46,R&D,Associate,133745,22,23,2,2,2,No,4,No
835,34,Finance,Executive,130041,23,15,1,2,1,No,4,No
836,58,R&D,Analyst,148467,5,33,3,1,2,No,5,No
837,57,Finance,Analyst,147400,21,21,2,1,3,No,2,Yes
838,31,Finance,Manager,34256,17,39,4,4,4,No,1,No
839,56,Sales,Associate,138490,5,23,1,3,2,No,3,No
840,33,Finance,Associate,107728,4,27,2,1,1,No,1,Yes
841,23,Sales,Associate,146155,12,18,2,3,4,No,1,No
842,53,IT,Manager,48230,18,24,2,4,3,No,0,Yes
843,26,R&D,Associate,125466,21,7,4,1,4,No,4,No
844,30,Finance,Analyst,79778,7,20,1,3,3,Yes,4,No
845,25,Finance,Executive,65833,8,27,3,1,4,Yes,4,Yes
846,43,IT,Analyst,42625,16,6,3,4,2,No,0,No
847,30,IT,Analyst,52088,2,27,3,4,2,No,2,No
848,22,R&D,Executive,99650,18,9,1,1,1,No,2,No
849,33,Sales,Analyst,61167,10,31,3,3,3,No,3,No
850,22,R&D,Manager,123937,23,21,4,2,1,Yes,2,No
851,40,Sales,Executive,91291,16,26,1,2,2,No,2,Yes
852,21,IT,Analyst,85303,20,13,2,1,3,Yes,4,Yes
853,57,R&D,Lead,96361,18,23,4,3,1,No,5,No
854,29,Finance,Analyst,108229,1,20,2,2,1,No,1,Yes
855,37,HR,Manager,24117,7,37,3,4,1,No,2,No
856,29,IT,Associate,110265,18,28,4,3,1,No,2,No
857,31,Sales,Analyst,148938,6,17,1,2,1,No,0,No
858,35,Finance,Associate,117718,16,28,4,3,3,No,3,No
859,44,Finance,Lead,80710,5,2,2,1,1,Yes,5,Yes
860,58,R&D,Analyst,114426,18,25,1,3,3,Yes,0,Yes
861,55,HR,Executive,114876,23,6,4,2,1,No,4,No
862,50,IT,Associate,87054,5,11,4,1,2,No,1,No
863,51,Sales,Lead,50949,1,38,4,3,2,No,3,No
864,25,R&D,Executive,42547,5,6,4,4,1,No,0,No
865,34,R&D,Executive,101882,22,11,1,2,4,No,2,No
866,31,Sales,Executive,88136,4,14,2,1,2,No,2,No
